geneID	HS01	HS02	HS03	HS04	HS05	CL08	CL10	CL11	CL12	CL13
MCHR1	-0.7488046595157896	-1.3338678607401855	-2.0978130207056727	0.27560113818558696	-2.222328138948477	1.6618172832847775	1.6984986951647787	1.6171426781068374	1.2026410560859842	2.0243658347599918
MCOLN2	2.2733948188039763	1.9181766980146284	1.9924745244686228	1.9435438791347697	3.3599453196824243	4.442019460293847	4.986988204383856	6.200921217738376	6.444245852552032	5.172313868292128
MCOLN3	3.2422334007038485	3.9528059260966155	3.411904781258222	3.862721271337704	3.831677620623075	1.4293369991298803	0.7239165254239776	2.065383043965938	1.3843651511684625	1.6286569805892004
MDGA2	1.1173466112115318	0.35931512034203095	0.5783085547071933	0.9657272078601544	0.5398954860894414	-2.939462200999415	-1.8849273325672966	-2.5618441024327434	-1.7286394625548753	-3.045760216683899
MDK	2.5699677235654113	1.7352335402131636	2.5252417305495793	1.4482290815304149	2.049710526136363	4.7846378298413645	4.635873921092255	3.7971080836754583	4.050287544679497	4.334802727090706
MED12L	3.816354317347728	3.474858322595283	3.28993006659969	2.9732470237411412	4.102610603719649	2.4155816905086427	-0.1240462732619623	0.5300080916564287	0.4740168351390688	1.6945407719961119
MEFV	1.1388408494173115	0.8962096505823676	2.14810402580214	1.9159898200388041	0.7605060057466461	4.485471841863832	5.205503244567808	5.656771710566882	5.737186507948125	4.869944550987171
MEI1	-0.514368674859472	0.2843487600216981	0.21821032176516955	-1.3189239090096465	0.8708842937949948	3.397332697444058	3.1651646799587816	3.8925663534441446	4.264484827669824	3.232825937334047
MELTF	4.92351895295065	3.4326147115228594	4.367959070329961	3.77286102915001	4.5997624436456706	2.704492481295626	2.9522210211910016	1.8628466085251163	2.16511539566008	1.371887086690012
MERTK	1.9627547568876524	3.1524964661600974	2.4472401874016168	2.5553625440101086	2.347683425512969	4.3259637761034595	5.143701005631792	4.8817175225588025	4.520456231890722	5.206513310214245
MESP1	0.8811326686369839	1.6344705123798833	1.6400434271871778	2.6065000382543424	1.8244620383816714	-0.2905632429820789	-1.4290470040648684	-1.9016657786670743	0.7167102737670924	-0.5805186492733535
MEST	4.408564560454291	4.912742490115899	6.519743922921666	5.279390333088686	5.136817699154537	1.354949315564986	2.7632150176092316	2.3825064835742586	2.1368089769824365	2.173293793859185
METTL7B	-2.5332813104385448	-2.2159851945722573	-2.805833817994657	-1.9363209086336999	-2.222328138948477	0.34626241431112836	0.9353106194612432	0.6594301958162267	1.4502550116151804	2.3025657770199177
MFAP3L	6.979936479842544	6.4569082508122255	6.469514823767413	6.601791876144356	5.9931075196403105	5.168398266761267	3.246413666547037	3.0223944038127444	2.492587791197135	3.4176974987965334
MFNG	1.0849190796508792	2.346917135185539	1.9708929644252862	2.4720204060371938	4.230288769025249	5.164417560712649	5.025934622340029	5.4615619037091045	5.701292820407447	4.6385724390200185
MFSD4A	4.69156150075738	4.969383747809576	4.271181118022676	3.6239100073391985	3.80193313861476	1.8070941558055347	2.049068853423177	1.562162177497675	0.9026091523786877	1.3201977628565857
MGAT4A	4.895073969290644	4.859038315092861	4.813382744503762	4.899787843205109	4.74563156648442	7.535803163052866	7.482496187788812	8.176423513528652	8.159561315787974	8.18518042151568
MGST1	5.677890818068232	6.034745127110948	7.848190450302896	6.790887649344262	5.028188381395674	2.3770172024121337	3.4073645708798184	1.650771691559836	1.2307956278587213	2.997676008254461
MICALCL	3.3185600914381106	3.0495520782746315	2.949585333722036	2.83443726741986	3.019768793371984	0.25094743250746004	-0.022881940212999458	-1.1365715307240511	-0.6960472583745588	1.1358919170410988
MICB	0.5931248972959569	1.3199373379104864	1.1011022988844337	0.6177078246371712	0.3581914790558207	4.421107772413763	4.655106505144475	5.544222250683271	5.284561729957757	4.681114587981452
MILR1	0.6959999815481217	1.3288008083808678	1.0436599369014459	1.2546487501104813	0.6615619669872463	4.2173390182653465	4.202460376073802	4.221950828253435	4.1143807890929365	4.881380600083346
MIPEP	5.559433802396681	6.048492191076244	5.609870076474858	5.818196735231626	5.111077265844494	3.912026861512647	3.2916813481111826	3.4234215044273544	3.255620085798033	3.9144948947465785
MISP3	1.489265557089108	1.6605950650237709	1.1140325891439016	1.5789521352459177	1.532099866034831	-0.32013546257447045	-1.084998573914021	-1.8561133243067076	-1.0324166473500604	-2.1101592775539597
MLANA	6.5101154307113225	6.152359573842617	5.31296246142316	5.889067727354101	6.226086388678956	4.258440932164632	1.0151230946957648	3.0949518115603203	1.9593955541932848	3.0534368061471344
MLIP	2.7142509453598427	2.9214631886428806	2.6980772278212863	2.28670239559282	3.3578331647333006	2.1976335258075577	-0.955357594698039	-0.3165538179016222	0.8325863572292088	1.2752164416022564
MLKL	2.474510539272116	3.009980437517941	2.7504335637365824	3.3815967668992397	2.1931558221147265	5.110401405425002	5.387289117258712	5.707381495528865	5.43510324215224	5.452260909468215
MLXIPL	1.2021907223499742	2.484616908918845	3.5030920800801133	3.458759355085281	3.631087937232189	-0.6848088861557994	0.4203303336668516	-0.2582323206651827	-0.2027567455329869	-0.12542486496375937
MME	5.070812147242368	5.9525658156663495	6.519416713555426	5.729272963341676	5.4008905431243175	8.126453505384346	8.483938346672502	9.276003272280928	8.620677789472648	8.44646860228554
