geneSymbol	HS01	HS02	HS03	HS04	HS05	CL08	CL10	CL11	CL12	CL13
SH2D3C	1.4032973597677272	2.441741032704019	2.0715663725778395	2.2790639737518372	2.5386747542502808	4.127847124333881	5.107167911807878	4.399112598086471	4.7373649893000955	4.269625340424281
TREM1	-2.484053001017123	-0.687938209414132	-1.208310715315613	0.38701483238418727	0.629026265938164	4.216981458861171	5.5826019862710705	5.278877201747705	5.252950649640389	4.879013555896159
CD3E	-0.38882790573067183	0.4670952939594629	-0.08760664818229127	1.028161055468001	1.3583570660246158	3.997669866257489	4.859609387257562	4.86446996641506	5.085017977874641	4.936810796248227
OSBPL7	0.38729008667422504	0.9869531034656439	0.795020154250824	1.490602383686547	1.2095554910648123	2.6266124108903837	3.467047970600653	3.296083187300831	3.4047488246535096	3.065192490872583
NLRP3	0.5066278511888442	2.086609865902377	1.8196455437230805	1.9548724570388463	2.5704236569652164	5.070941041788262	5.40048275916208	5.545086005772251	5.6169981046714454	5.093113328957537
CYTH4	2.5604591229278855	4.225750511924876	3.8099387487732947	4.14536671058372	4.377418429443086	7.083949285412008	7.474667207149729	7.708978974740609	7.68277096797359	7.009617358404033
TNFRSF1B	3.457713909791239	4.857677878155442	4.353568197807724	4.568776057589748	4.98476797078396	7.502475364035	7.870586991668037	7.6560771455159005	7.88435154781765	7.633152641531059
RGS19	2.0491977397205234	2.9161343745193746	2.5016653746444644	3.1227931716818054	3.4295884883344905	5.174830131869593	5.352084220724472	5.528991730291482	5.4408924560925005	5.083750816793145
ARHGAP4	2.2016785369652547	3.473539531347969	2.9841005291811826	3.4929845151485592	4.112426432430948	6.061192794394633	6.672229546607815	6.868144434041553	6.8331090814152375	6.233090977450985
SLC16A3	1.303818546553241	2.8770789968782564	1.6043606465718951	3.285184617243577	3.0485228490736467	7.051730734531635	7.375525504041276	7.431269789103462	7.240611535381274	7.100629388375339
FCGR2A	3.0573927000323016	4.470447040915145	3.999930231166811	5.001158694645681	4.866150758723939	8.657997331811297	8.80675507010538	8.868649820021941	8.614606891689167	8.569786843554214
LYL1	0.9090032700769557	1.7373153876263687	1.3609554383631335	2.0474703893917154	1.880071974751215	3.7256758330201833	4.130865633442369	4.048956873356176	3.949917730851677	3.629951153481229
SELPLG	1.3811228068745107	2.9329191838034054	1.8949620389545934	3.053297804671378	2.839737907211799	5.9956333671539825	6.251967160017259	6.230603173396463	6.734957062553868	6.228688975535159
RAC2	1.4265340937508566	2.703840359893592	1.7501166750544663	2.8607748746074946	2.9752769456552524	6.085438634735001	6.505763935268872	6.470942548148351	6.869669576426046	6.339110123733514
LILRB4	-0.203049299701148	2.8203727037751416	1.0185230505231513	1.9806692138905382	2.265590671731282	8.178717132554391	8.05509732376524	8.531107126095874	8.638050218554874	8.88444640496162
CD48	0.4099357515510956	2.399596600006382	1.3643268139941331	1.638714804438248	2.407227756747179	6.6800987651873065	6.580383452473635	7.406891321479845	7.531244407959021	6.975688356245953
FGR	0.8896408372946606	2.58152343831429	1.1682009264158772	2.0053849289262082	2.748500767252349	5.727826999578404	6.091251881666593	6.469429079661319	6.315173149644793	6.121935294761963
CCR2	1.2383448367978898	3.152771114030464	1.7928615667417171	2.3161769785291355	2.9253365783294756	6.102515879997201	6.713511007511309	7.154616404193512	6.453541310805452	6.361245041053462
TCIRG1	3.038735808571588	4.040408221901335	3.863546748211703	4.145498287101179	4.6390934344519446	6.967089828613318	7.1627128955785055	7.5238913149007605	7.728860903489057	7.0063418994754025
SASH3	0.694915565058275	2.374338923426784	1.501047140672465	2.54274206080564	3.0058916032205927	6.76647855809212	6.976624573062621	7.2284283460006336	7.70080156086481	6.654448448527886
CYBA	2.9337922597089205	3.9663980610689253	3.573784157441021	4.1856871791751535	4.803140078068531	8.023803729157725	7.661161105515864	8.214468026125587	8.292459091489805	7.521213487597382
C16orf54	0.9228002329406734	1.894937344479448	1.4274241423882348	1.8931890377568026	2.1096463064022535	4.835989618022663	4.830058955637353	5.372684848914998	5.515626237837993	4.612790479880114
BATF	-1.1102643562676873	-0.06376378088809415	-0.7018867656597647	0.08098970976225912	0.4042024046244702	4.115070447973219	4.126103844987116	4.973430397203189	5.013141806784334	3.7483803366868114
C17orf62	4.552856877433948	4.982712351960509	4.752674749234849	5.148654843183768	5.281773048645466	6.859285948271937	6.914009733366578	7.401518245259386	7.340636682939669	6.73643159532528
TNFRSF14	3.391323257710355	4.596535718798693	4.021590372077523	4.599769506761345	5.015481759876437	7.173885474616244	6.856647658370197	7.393690407760512	7.32839158138479	6.806962944134066
PTPRCAP	-1.5989356166996231	0.5912815707795799	-0.5796479006202235	0.4223145596228958	1.84119977764705	5.5424062999230275	5.487011274603025	6.421358574331284	6.408188958114893	5.229135140818995
CD300A	0.34588768806515446	1.6679275034467607	1.480770680430762	1.7707306443410031	2.387948105397998	4.497225521233432	4.514477484176728	5.155373124995987	5.0431517637815055	4.117757213104454
GLUL	7.432657194732028	8.693848359591696	7.954805200369604	8.605081333224124	8.67210971816436	10.60908550961237	10.39379774717271	11.116012413935401	11.368573514620286	10.652731637656093
SYT11	2.7423429006429028	3.462785014931686	3.294171917013189	3.848285539640685	3.775047537713081	5.480251074065305	5.470246260420442	5.905891765315182	6.07869275767868	5.75572149140836
CH25H	-1.5016957338078565	-0.18547004486413	-0.4141156303817299	0.09303315028284798	-0.058844186301027376	3.208820730005722	2.7416499170330138	3.751295661513221	3.8822882645629946	3.601021065200876
TRBC1	-1.368461813030299	0.5701745789464017	0.13110578097762907	0.7248470342046173	0.9756159387575951	5.668270221084844	5.3108350523936	5.861053344789822	6.358763825712238	5.519617291291982
C2	2.7705886032229765	4.014091289993778	3.8609928119743793	4.130464551895801	4.580578893570892	7.866453081631473	7.780264390827794	8.166243895357937	8.412304342751822	8.061239489640013
C1QA	3.2870713044612128	5.129435860352568	5.0975902790605945	5.624115584541024	5.909982789666412	9.670394674678258	9.279835558355877	9.817646671394616	9.992088057781038	9.738485776103893
TRBV19	-4.876367682553591	-3.562815321689965	-3.3523745481940237	-3.551455330559208	-2.222328138948477	0.6645924687231917	0.3129016322869799	0.9379676194580321	1.5697995686380475	1.0559223002315714
HAVCR2	2.112864981672474	3.4163146304013443	3.4015023011505545	3.484685710017081	4.116327300845772	6.769211914231664	6.670512862687779	7.588542660682247	7.567653701716008	7.1088522638395135
IL27RA	0.6555553876295219	1.4932058494829985	0.9285453006620231	1.7700839949336522	2.1096431410305483	3.872122037491923	3.7331908099144107	4.209737652392742	4.060357313690712	3.9339831175389763
ARHGAP18	4.722667763589844	5.17789958649767	4.934345345285767	5.587789005937463	5.743587284771951	7.311306655812928	7.143053927310846	7.5485976273693955	7.344794239171874	7.168538726129606
THEMIS	-0.5968579165893042	0.6292425271277622	0.2919969490503317	1.5401157261222387	1.7519729107700428	4.624293922048022	4.633918101693455	5.66079741258453	5.55181101394876	4.932750634899082
CTSL	4.577725313062819	5.703411075355813	5.185597681024313	6.0511085703036045	6.526488438705037	8.917161577227535	8.805659992711908	9.909455961834032	9.528023462123247	9.10177195936446
SNX20	1.6942471513508868	2.161310996380233	1.801632873566318	2.8968267577719713	3.1518767060667656	5.959639897671626	6.143358932203477	6.702400214705025	6.81745778740626	6.224873220139584
FGD3	2.661839926950279	2.8046965253593488	2.652156043931388	3.3397196181919577	3.746568082087592	5.446453639081967	5.67062194420722	5.981135296120456	6.083271809593543	5.644928511358634
TNFAIP8L2	0.3810200785809544	1.5474390302815446	0.6516436277018924	1.5086171442380474	2.2291952049418176	4.189584365306034	4.485321618839031	4.355879596853693	4.530748504244175	4.491568621870147
AIF1	2.4248707519111026	3.7472332112965376	2.6625319748095615	3.7861830973876356	4.636603830816088	6.799071558558582	6.795684757446247	7.034280195941874	7.1832255584205225	6.977332343019698
PLAUR	1.7714582652494164	2.909341805413479	1.9270450183371821	2.753399864464575	3.8376139294193625	6.7321711917087645	7.205227272019452	7.448866796455026	7.065757068237475	7.0662725470484204
